Partition	Size	Members
8389_769	3	transcript/48772,transcript/2768,transcript/49587
8389_554	3	transcript/42781,transcript/40011,transcript/36093
8389_260	2	transcript/64689,transcript/57960
8389_641	5	transcript/51497,transcript/50591,transcript/44120,transcript/46956,transcript/48414
8389_776	2	transcript/11206,transcript/38377
8389_778	7	transcript/36620,transcript/27912,transcript/27669,transcript/39429,transcript/24512,transcript/41960,transcript/27945
8389_301	2	transcript/45400,transcript/49190
8389_272	3	transcript/12612,transcript/17665,transcript/59406
8389_785	2	transcript/43320,transcript/46635
8389_280	3	transcript/63876,transcript/54691,transcript/54388
8389_644	2	transcript/37888,transcript/30698
8389_800	3	transcript/19915,transcript/16652,transcript/22206
8389_801	5	transcript/43943,transcript/43565,transcript/50685,transcript/50832,transcript/44671
8389_291	2	transcript/40139,transcript/36940
8389_817	3	transcript/52887,transcript/64664,transcript/62443
8389_296	2	transcript/61157,transcript/52551
8389_297	2	transcript/28944,transcript/25928
8389_818	6	transcript/32206,transcript/41568,transcript/30295,transcript/46918,transcript/36505,transcript/39158
8389_816	3	transcript/18206,transcript/39902,transcript/42426
8389_305	3	transcript/49477,transcript/2313,transcript/46448
8389_306	3	transcript/21847,transcript/21568,transcript/28942
8389_307	3	transcript/52141,transcript/53029,transcript/51801
8389_311	6	transcript/49374,transcript/51534,transcript/27180,transcript/49200,transcript/55040,transcript/58128
8389_824	2	transcript/15430,transcript/16993
8389_825	3	transcript/60519,transcript/60349,transcript/58315
8389_826	2	transcript/2374,transcript/2867
8389_320	5	transcript/41266,transcript/39285,transcript/48050,transcript/56455,transcript/43637
8389_328	3	transcript/18545,transcript/11298,transcript/8892
8389_841	5	transcript/11953,transcript/13137,transcript/12407,transcript/6096,transcript/19794
8389_330	2	transcript/50961,transcript/53787
8389_845	3	transcript/20373,transcript/26667,transcript/24648
8389_337	2	transcript/1012,transcript/1130
8389_850	4	transcript/42647,transcript/45361,transcript/44820,transcript/51356
8389_852	4	transcript/2534,transcript/2583,transcript/2219,transcript/2217
8389_856	5	transcript/25454,transcript/32739,transcript/37318,transcript/34636,transcript/31036
8389_857	3	transcript/50289,transcript/47562,transcript/47300
8389_346	3	transcript/41593,transcript/25943,transcript/44719
8389_352	2	transcript/41329,transcript/8359
8389_865	5	transcript/48635,transcript/51291,transcript/52958,transcript/52339,transcript/54708
8389_355	4	transcript/49485,transcript/48606,transcript/46732,transcript/56223
8389_868	2	transcript/22495,transcript/23899
8389_742	3	transcript/10745,transcript/9504,transcript/8568
8389_358	3	transcript/11651,transcript/6820,transcript/12343
8389_657	2	transcript/34400,transcript/27759
8389_872	5	transcript/45563,transcript/50841,transcript/47198,transcript/45509,transcript/43520
8389_874	2	transcript/42591,transcript/43680
8389_876	3	transcript/22656,transcript/23919,transcript/28768
8389_616	3	transcript/14245,transcript/14925,transcript/16435
8389_353	3	transcript/16162,transcript/9030,transcript/5088
8389_881	1	transcript/46164
8389_372	2	transcript/16751,transcript/48462
8389_745	3	transcript/15869,transcript/13736,transcript/14696
8389_378	2	transcript/22591,transcript/15392
8389_234	2	transcript/40892,transcript/48527
8389_384	2	transcript/30833,transcript/37807
8389_832	6	transcript/1481,transcript/1473,transcript/1388,transcript/1754,transcript/2010,transcript/1220
8389_388	8	transcript/56672,transcript/65653,transcript/63283,transcript/59147,transcript/56912,transcript/58389,transcript/65877,transcript/62118
8389_392	5	transcript/45504,transcript/41815,transcript/47097,transcript/38525,transcript/43040
8389_712	3	transcript/1508,transcript/1693,transcript/2574
8389_401	3	transcript/43660,transcript/36786,transcript/41185
8389_405	2	transcript/19838,transcript/13349
8389_153	2	transcript/60693,transcript/59919
8389_408	5	transcript/29324,transcript/31287,transcript/29577,transcript/27500,transcript/31361
8389_417	4	transcript/12097,transcript/9717,transcript/10684,transcript/11135
8389_421	1	transcript/39769
8389_423	1	transcript/37645
8389_426	1	transcript/3440
8389_429	2	transcript/1391,transcript/1208
8389_840	4	transcript/46305,transcript/49155,transcript/49097,transcript/25148
8389_435	5	transcript/35115,transcript/1635,transcript/1768,transcript/1915,transcript/1579
8389_585	6	transcript/54105,transcript/54158,transcript/56026,transcript/56834,transcript/63767,transcript/60822
8389_442	3	transcript/34978,transcript/43657,transcript/19145
8389_443	2	transcript/34907,transcript/50924
8389_448	15	transcript/64053,transcript/52708,transcript/53422,transcript/58948,transcript/51933,transcript/66438,transcript/57203,transcript/52210,transcript/54828,transcript/53326,transcript/51655,transcript/55711,transcript/62247,transcript/50382,transcript/55326
8389_160	2	transcript/29654,transcript/27229
8389_450	2	transcript/755,transcript/6968
8389_452	2	transcript/41134,transcript/33171
8389_161	6	transcript/35212,transcript/31826,transcript/34187,transcript/37425,transcript/38744,transcript/36640
8389_457	3	transcript/49131,transcript/55772,transcript/54295
8389_460	2	transcript/40663,transcript/26500
8389_288	2	transcript/37900,transcript/40316
8389_464	4	transcript/61361,transcript/61287,transcript/58206,transcript/56178
8389_760	4	transcript/56152,transcript/59414,transcript/58680,transcript/60303
8389_466	2	transcript/19441,transcript/12476
8389_472	4	transcript/56016,transcript/53912,transcript/56370,transcript/62373
8389_473	2	transcript/4281,transcript/13799
8389_475	2	transcript/34549,transcript/61124
8389_476	2	transcript/43432,transcript/45085
8389_592	4	transcript/39359,transcript/40166,transcript/43160,transcript/38613
8389_482	11	transcript/4729,transcript/34882,transcript/3375,transcript/37266,transcript/28382,transcript/2935,transcript/37583,transcript/57722,transcript/40637,transcript/31633,transcript/5500
8389_484	2	transcript/3015,transcript/3649
8389_340	2	transcript/61487,transcript/59189
8389_489	2	transcript/44374,transcript/46409
8389_490	4	transcript/11909,transcript/7192,transcript/9196,transcript/8766
8389_83	2	transcript/54367,transcript/52743
8389_500	2	transcript/18392,transcript/22228
8389_545	2	transcript/7819,transcript/3641
8389_528	3	transcript/45537,transcript/42991,transcript/51256
8389_504	2	transcript/43084,transcript/30190
8389_505	2	transcript/9820,transcript/10164
8389_507	1	transcript/23484
8389_509	2	transcript/27568,transcript/23386
8390_0	7	transcript/46843,transcript/41733,transcript/49104,transcript/46353,transcript/46568,transcript/50861,transcript/44165
8391_0	2	transcript/44478,transcript/46202
8392_0	2	transcript/46304,transcript/45036
8393_0	4	transcript/43723,transcript/39644,transcript/44777,transcript/46344
8394_0	3	transcript/41758,transcript/48586,transcript/50630
8395_0	4	transcript/43296,transcript/50475,transcript/46464,transcript/54659
8396_0	5	transcript/44348,transcript/52333,transcript/45318,transcript/49023,transcript/57206
8397_0	4	transcript/44520,transcript/47821,transcript/51436,transcript/53794
8398_0	3	transcript/47756,transcript/43008,transcript/44554
8398_1	3	transcript/46794,transcript/49481,transcript/44267
8399_0	5	transcript/47735,transcript/50670,transcript/47489,transcript/44819,transcript/45335
8400_0	3	transcript/45927,transcript/47230,transcript/48488
8401_0	6	transcript/47364,transcript/38889,transcript/46430,transcript/54819,transcript/45476,transcript/50867
8401_2	8	transcript/47148,transcript/44755,transcript/44762,transcript/54665,transcript/52207,transcript/51836,transcript/45189,transcript/48265
8402_0	6	transcript/46778,transcript/53415,transcript/46591,transcript/47957,transcript/43920,transcript/40424
8403_0	8	transcript/59063,transcript/53015,transcript/44539,transcript/64580,transcript/62135,transcript/46420,transcript/52113,transcript/51669
8404_0	2	transcript/46480,transcript/45938
8405_0	8	transcript/54125,transcript/41638,transcript/46146,transcript/48359,transcript/42668,transcript/56636,transcript/48863,transcript/43182
8405_1	6	transcript/45897,transcript/43864,transcript/47836,transcript/55591,transcript/59477,transcript/49850
8406_0	2	transcript/48412,transcript/43664
8407_0	3	transcript/50837,transcript/44176,transcript/50022
840_0	5	transcript/4253,transcript/5928,transcript/6073,transcript/3940,transcript/3235
840_1	6	transcript/4122,transcript/4612,transcript/4783,transcript/3156,transcript/3642,transcript/4157
8408_0	3	transcript/44675,transcript/46404,transcript/44302
8409_0	8	transcript/62828,transcript/55256,transcript/57120,transcript/43003,transcript/60648,transcript/65249,transcript/57298,transcript/57674
8410_0	3	transcript/52523,transcript/51803,transcript/45562
8410_1	2	transcript/43508,transcript/57462
8411_0	5	transcript/45041,transcript/44940,transcript/43647,transcript/49985,transcript/57550
8412_0	10	transcript/47486,transcript/58137,transcript/44399,transcript/44472,transcript/53034,transcript/49586,transcript/51530,transcript/52222,transcript/49446,transcript/53127
8413_0	2	transcript/46984,transcript/44455
8414_0	6	transcript/46183,transcript/46766,transcript/44660,transcript/52651,transcript/59891,transcript/49157
8415_0	2	transcript/43512,transcript/46832
8416_0	2	transcript/45278,transcript/44152
8417_0	3	transcript/44207,transcript/54636,transcript/51983
841_0	10	transcript/7381,transcript/6025,transcript/5533,transcript/64450,transcript/3246,transcript/3613,transcript/7794,transcript/3044,transcript/4369,transcript/3983
841_1	6	transcript/2127,transcript/6167,transcript/3363,transcript/4515,transcript/4573,transcript/33764
841_2	7	transcript/2892,transcript/4130,transcript/2537,transcript/50044,transcript/3973,transcript/3651,transcript/4990
8418_0	2	transcript/49235,transcript/44548
8419_0	2	transcript/46878,transcript/44800
8420_0	4	transcript/44965,transcript/53755,transcript/47368,transcript/46602
8421_0	7	transcript/44157,transcript/42574,transcript/46630,transcript/55837,transcript/49253,transcript/55620,transcript/53150
8422_0	3	transcript/49092,transcript/44375,transcript/47031
8423_0	4	transcript/44579,transcript/47020,transcript/49473,transcript/63993
8424_0	5	transcript/43709,transcript/47574,transcript/48404,transcript/53160,transcript/48068
8425_0	3	transcript/44727,transcript/44785,transcript/46112
8426_0	2	transcript/46319,transcript/44475
8427_0	2	transcript/46845,transcript/44505
842_0	22	transcript/5852,transcript/4747,transcript/6628,transcript/7210,transcript/5140,transcript/5512,transcript/5431,transcript/5010,transcript/5843,transcript/5897,transcript/7058,transcript/3452,transcript/7580,transcript/4021,transcript/23136,transcript/10180,transcript/4259,transcript/7526,transcript/6033,transcript/6962,transcript/6446,transcript/9705
842_32	20	transcript/4388,transcript/4834,transcript/4584,transcript/4312,transcript/4890,transcript/4502,transcript/3074,transcript/4684,transcript/7064,transcript/5112,transcript/4541,transcript/5162,transcript/7158,transcript/7626,transcript/5174,transcript/4380,transcript/7135,transcript/6922,transcript/5957,transcript/4080
8429_0	6	transcript/45673,transcript/44621,transcript/57511,transcript/54666,transcript/45739,transcript/47288
8430_0	3	transcript/45004,transcript/46067,transcript/48817
8431_0	7	transcript/46261,transcript/43803,transcript/48960,transcript/46492,transcript/42702,transcript/53776,transcript/45055
8431_2	8	transcript/42285,transcript/40116,transcript/54635,transcript/46044,transcript/46169,transcript/41259,transcript/43070,transcript/46539
8432_0	2	transcript/50429,transcript/44461
8433_0	2	transcript/47433,transcript/44557
8435_0	3	transcript/45228,transcript/48432,transcript/55341
8436_0	3	transcript/48281,transcript/56391,transcript/54874
8436_3	2	transcript/45339,transcript/47523
8436_5	2	transcript/45469,transcript/43180
8437_0	2	transcript/46137,transcript/43946
843_0	3	transcript/3706,transcript/3237,transcript/3154
8438_0	5	transcript/44241,transcript/51217,transcript/44930,transcript/44704,transcript/50545
8439_0	4	transcript/49197,transcript/47171,transcript/44873,transcript/49842
8440_0	7	transcript/55369,transcript/48155,transcript/51924,transcript/45294,transcript/49545,transcript/48422,transcript/50500
8440_1	7	transcript/62649,transcript/45959,transcript/49377,transcript/51179,transcript/48884,transcript/46707,transcript/57226
8440_33	7	transcript/46606,transcript/51052,transcript/49754,transcript/50629,transcript/47162,transcript/46548,transcript/56642
8440_16	5	transcript/60828,transcript/57900,transcript/50353,transcript/48724,transcript/52091
8440_32	14	transcript/44982,transcript/55022,transcript/50009,transcript/57416,transcript/48464,transcript/45495,transcript/47094,transcript/47201,transcript/53579,transcript/56872,transcript/49288,transcript/61242,transcript/65947,transcript/57742
8441_0	4	transcript/48634,transcript/52125,transcript/44480,transcript/45122
8442_0	4	transcript/44482,transcript/45688,transcript/48164,transcript/48135
8443_0	3	transcript/44509,transcript/45735,transcript/47265
8444_0	5	transcript/47560,transcript/45108,transcript/48355,transcript/46107,transcript/46450
8444_1	4	transcript/8957,transcript/36259,transcript/7837,transcript/34838
8444_11	1	transcript/718
8444_14	2	transcript/45595,transcript/48264
8444_8	3	transcript/6021,transcript/5558,transcript/5301
8445_0	2	transcript/44437,transcript/45837
8446_0	8	transcript/47411,transcript/58095,transcript/51393,transcript/43993,transcript/46514,transcript/46011,transcript/54507,transcript/52845
8446_3	6	transcript/44493,transcript/55104,transcript/47375,transcript/43888,transcript/54536,transcript/51183
8447_0	2	transcript/44525,transcript/59829
844_0	6	transcript/4608,transcript/3465,transcript/5082,transcript/9525,transcript/5596,transcript/5980
844_2	7	transcript/7643,transcript/5553,transcript/10386,transcript/5924,transcript/4758,transcript/10320,transcript/4410
844_3	9	transcript/3076,transcript/7928,transcript/4039,transcript/10116,transcript/4717,transcript/4657,transcript/5823,transcript/3047,transcript/4554
8448_0	3	transcript/44821,transcript/47898,transcript/53989
8449_0	12	transcript/51294,transcript/47696,transcript/45865,transcript/45098,transcript/56410,transcript/66934,transcript/51036,transcript/43997,transcript/49263,transcript/56875,transcript/43206,transcript/54101
